Lead_ID,Converted,Converted_Account_ID,Converted_Opportunity_ID,Created_Date,Industry,Lead_Source,Status,Status_Simplified,Converted_Accounts,Converted_Opportunities
00Q5A00001RG35YUAT,FALSE,N/A,N/A,2020-10-23,Life Sciences,Prospecting Journey,MQL,Open,0,0
00Q5A00001RG4XAUA1,FALSE,N/A,N/A,2020-10-26,Life Sciences,Prospecting Journey,MQL,Open,0,0
00Q5A00001RG35aUAD,FALSE,N/A,N/A,2020-10-23,Life Sciences,Prospecting Journey,Nurturing,Open,0,0
00Q5A00001RAPKcUAP,FALSE,N/A,N/A,2020-12-08,Life Sciences,Eblasts,Nurturing,Open,0,0
00Q5A00001RAPKuUAP,FALSE,N/A,N/A,2020-12-08,Life Sciences,Eblasts,Nurturing,Open,0,0
00Q5A00001RAPL1UAP,FALSE,N/A,N/A,2020-12-08,Life Sciences,Eblasts,Nurturing,Open,0,0
00Q5A00001RAPL3UAP,FALSE,N/A,N/A,2020-12-08,Life Sciences,Eblasts,Nurturing,Open,0,0
00Q5A00001RAPL5UAP,FALSE,N/A,N/A,2020-12-08,Life Sciences,Eblasts,Nurturing,Open,0,0
00Q5A00001RAPLCUA5,FALSE,N/A,N/A,2020-12-08,Life Sciences,Eblasts,Nurturing,Open,0,0
00Q5A00001RAPLDUA5,FALSE,N/A,N/A,2020-12-08,Life Sciences,Eblasts,Nurturing,Open,0,0
00Q5A00001RAPLGUA5,FALSE,N/A,N/A,2020-12-08,Life Sciences,Eblasts,Nurturing,Open,0,0
00Q5A00001RAPLHUA5,FALSE,N/A,N/A,2020-12-08,Life Sciences,Eblasts,Nurturing,Open,0,0
00Q5A00001RAPLLUA5,FALSE,N/A,N/A,2020-12-08,Life Sciences,Eblasts,Nurturing,Open,0,0
00Q5A00001RAPLMUA5,FALSE,N/A,N/A,2020-12-08,Life Sciences,Eblasts,Nurturing,Open,0,0
00Q5A00001RAPLNUA5,FALSE,N/A,N/A,2020-12-08,Life Sciences,Eblasts,Nurturing,Open,0,0
00Q5A00001RAPLQUA5,FALSE,N/A,N/A,2020-12-08,Life Sciences,Eblasts,Nurturing,Open,0,0
00Q5A00001RAPLRUA5,FALSE,N/A,N/A,2020-12-08,Life Sciences,Eblasts,Nurturing,Open,0,0
00Q5A00001RAPLTUA5,FALSE,N/A,N/A,2020-12-08,Life Sciences,Eblasts,Nurturing,Open,0,0
00Q5A00001RAPLmUAP,FALSE,N/A,N/A,2020-12-08,Life Sciences,Eblasts,Nurturing,Open,0,0
00Q5A00001RAPLnUAP,FALSE,N/A,N/A,2020-12-08,Life Sciences,Eblasts,Nurturing,Open,0,0
00Q5A00001RAPMqUAP,FALSE,N/A,N/A,2020-12-08,Life Sciences,Eblasts,Nurturing,Open,0,0
00Q5A00001RAPMrUAP,FALSE,N/A,N/A,2020-12-08,Life Sciences,Eblasts,Nurturing,Open,0,0
00Q5A00001RAPMsUAP,FALSE,N/A,N/A,2020-12-08,Life Sciences,Eblasts,Nurturing,Open,0,0
00Q5A00001RAPN0UAP,FALSE,N/A,N/A,2020-12-08,Life Sciences,Eblasts,Nurturing,Open,0,0
00Q5A00001RAPN2UAP,FALSE,N/A,N/A,2020-12-08,Life Sciences,Eblasts,Nurturing,Open,0,0
00Q5A00001RAPN8UAP,FALSE,N/A,N/A,2020-12-08,Life Sciences,Eblasts,Nurturing,Open,0,0
00Q5A00001RAPNPUA5,FALSE,N/A,N/A,2020-12-08,Life Sciences,Eblasts,Nurturing,Open,0,0
00Q5A00001RAPNQUA5,FALSE,N/A,N/A,2020-12-08,Life Sciences,Eblasts,Nurturing,Open,0,0
00Q5A00001RAPNSUA5,FALSE,N/A,N/A,2020-12-08,Life Sciences,Eblasts,Nurturing,Open,0,0
00Q5A00001RAPNsUAP,FALSE,N/A,N/A,2020-12-08,Life Sciences,Eblasts,Nurturing,Open,0,0
00Q5A00001RAPNzUAP,FALSE,N/A,N/A,2020-12-08,Life Sciences,Eblasts,Nurturing,Open,0,0
00Q5A00001RAPO6UAP,FALSE,N/A,N/A,2020-12-08,Life Sciences,Eblasts,Nurturing,Open,0,0
00Q5A00001RAPOCUA5,FALSE,N/A,N/A,2020-12-08,Life Sciences,Eblasts,Nurturing,Open,0,0
00Q5A00001RAPOIUA5,FALSE,N/A,N/A,2020-12-08,Life Sciences,Eblasts,Nurturing,Open,0,0
00Q5A00001RAPOXUA5,FALSE,N/A,N/A,2020-12-08,Life Sciences,Eblasts,Nurturing,Open,0,0
00Q5A00001RAmJ2UAL,FALSE,N/A,N/A,2020-12-16,Life Sciences,Eblasts,Nurturing,Open,0,0
00Q5A00001RAokyUAD,FALSE,N/A,N/A,2020-12-17,Life Sciences,Trade Show,Nurturing,Open,0,0
00Q5A00001RAolFUAT,FALSE,N/A,N/A,2020-12-17,Life Sciences,Trade Show,Nurturing,Open,0,0
00Q5A00001RAPKeUAP,FALSE,N/A,N/A,2020-12-08,Life Sciences,Eblasts,Nurturing,Open,0,0
00Q5A00001RAPKtUAP,FALSE,N/A,N/A,2020-12-08,Life Sciences,Eblasts,Nurturing,Open,0,0
00Q5A00001RAPL9UAP,FALSE,N/A,N/A,2020-12-08,Life Sciences,Eblasts,Nurturing,Open,0,0
00Q5A00001RAPLUUA5,FALSE,N/A,N/A,2020-12-08,Life Sciences,Eblasts,Nurturing,Open,0,0
00Q5A00001RAPLYUA5,FALSE,N/A,N/A,2020-12-08,Life Sciences,Eblasts,Nurturing,Open,0,0
00Q5A00001RAPMzUAP,FALSE,N/A,N/A,2020-12-08,Life Sciences,Eblasts,Nurturing,Open,0,0
00Q5A00001RAPN3UAP,FALSE,N/A,N/A,2020-12-08,Life Sciences,Eblasts,Nurturing,Open,0,0
00Q5A00001RAPNUUA5,FALSE,N/A,N/A,2020-12-08,Life Sciences,Eblasts,Nurturing,Open,0,0
00Q5A00001RAPNmUAP,FALSE,N/A,N/A,2020-12-08,Life Sciences,Eblasts,Nurturing,Open,0,0
00Q5A00001RAPODUA5,FALSE,N/A,N/A,2020-12-08,Life Sciences,Eblasts,Nurturing,Open,0,0
00Q5A00001RAPOLUA5,FALSE,N/A,N/A,2020-12-08,Life Sciences,Eblasts,Nurturing,Open,0,0
00Q5A00001RAUnPUAX,FALSE,N/A,N/A,2020-12-14,Life Sciences,Trade Show,Nurturing,Open,0,0
00Q5A00001RAPL6UAP,FALSE,N/A,N/A,2020-12-08,Life Sciences,Eblasts,Nurturing,Open,0,0
00Q5A00001RAolCUAT,FALSE,N/A,N/A,2020-12-17,Life Sciences,Trade Show,Nurturing,Open,0,0
00Q6e00001RDXmxEAH,FALSE,N/A,N/A,2021-05-17,Life Sciences,Inside Sales,Prospect,Open,0,0
00Q5A00001RBe4BUAT,FALSE,N/A,N/A,2021-02-08,Life Sciences,Inside Sales,Prospect,Open,0,0
00Q5A00001RCVLHUA5,FALSE,N/A,N/A,2021-03-26,Life Sciences,Trade Show,MQL,Open,0,0
00Q5A00001RG35AUAT,FALSE,N/A,N/A,2020-10-23,Life Sciences,Advertisement,Nurturing,Open,0,0
00Q6w000002rgBvEAI,FALSE,N/A,N/A,2021-09-03,Life Sciences,Advertisement,Nurturing,Open,0,0
00Q5A00001RG34pUAD,FALSE,N/A,N/A,2020-10-23,Life Sciences,Prospecting Journey,Nurturing,Open,0,0
00Q5A00001RG34zUAD,FALSE,N/A,N/A,2020-10-23,Life Sciences,Prospecting Journey,Nurturing,Open,0,0
00Q5A00001RG358UAD,FALSE,N/A,N/A,2020-10-23,Life Sciences,Prospecting Journey,Nurturing,Open,0,0
00Q5A00001RG35EUAT,FALSE,N/A,N/A,2020-10-23,Life Sciences,Prospecting Journey,Nurturing,Open,0,0
00Q5A00001RG35IUAT,FALSE,N/A,N/A,2020-10-23,Life Sciences,Prospecting Journey,Nurturing,Open,0,0
00Q5A00001RG35JUAT,FALSE,N/A,N/A,2020-10-23,Life Sciences,Prospecting Journey,Nurturing,Open,0,0
00Q5A00001RG35LUAT,FALSE,N/A,N/A,2020-10-23,Life Sciences,Prospecting Journey,Nurturing,Open,0,0
00Q5A00001RG35UUAT,FALSE,N/A,N/A,2020-10-23,Life Sciences,Prospecting Journey,Nurturing,Open,0,0
00Q6e00001RDKasEAH,FALSE,N/A,N/A,2021-05-03,Life Sciences,Website,Nurturing,Open,0,0
00Q5A00001RBTadUAH,FALSE,N/A,N/A,2021-01-29,Life Sciences,Trade Show,Nurturing,Open,0,0
00Q5A00001RBe32UAD,FALSE,N/A,N/A,2021-02-08,Life Sciences,Trade Show,Nurturing,Open,0,0
00Q5A00001RBe33UAD,FALSE,N/A,N/A,2021-02-08,Life Sciences,Trade Show,Nurturing,Open,0,0
00Q5A00001RBe35UAD,FALSE,N/A,N/A,2021-02-08,Life Sciences,Trade Show,Nurturing,Open,0,0
00Q5A00001RBe3KUAT,FALSE,N/A,N/A,2021-02-08,Life Sciences,Trade Show,Nurturing,Open,0,0
00Q5A00001RBe3TUAT,FALSE,N/A,N/A,2021-02-08,Life Sciences,Trade Show,Nurturing,Open,0,0
00Q5A00001RBe3VUAT,FALSE,N/A,N/A,2021-02-08,Life Sciences,Trade Show,Nurturing,Open,0,0
00Q5A00001RBe3XUAT,FALSE,N/A,N/A,2021-02-08,Life Sciences,Trade Show,Nurturing,Open,0,0
00Q5A00001RBe3ZUAT,FALSE,N/A,N/A,2021-02-08,Life Sciences,Trade Show,Nurturing,Open,0,0
00Q5A00001RBe3dUAD,FALSE,N/A,N/A,2021-02-08,Life Sciences,Trade Show,Nurturing,Open,0,0
00Q5A00001RBe3gUAD,FALSE,N/A,N/A,2021-02-08,Life Sciences,Trade Show,Nurturing,Open,0,0
00Q5A00001RBe3lUAD,FALSE,N/A,N/A,2021-02-08,Life Sciences,Trade Show,Nurturing,Open,0,0
00Q5A00001RBe3mUAD,FALSE,N/A,N/A,2021-02-08,Life Sciences,Trade Show,Nurturing,Open,0,0
00Q5A00001RBe3oUAD,FALSE,N/A,N/A,2021-02-08,Life Sciences,Trade Show,Nurturing,Open,0,0
00Q5A00001RBe3tUAD,FALSE,N/A,N/A,2021-02-08,Life Sciences,Trade Show,Nurturing,Open,0,0
00Q5A00001RBe3vUAD,FALSE,N/A,N/A,2021-02-08,Life Sciences,Trade Show,Nurturing,Open,0,0
00Q5A00001RBe3yUAD,FALSE,N/A,N/A,2021-02-08,Life Sciences,Trade Show,Nurturing,Open,0,0
00Q5A00001RBe41UAD,FALSE,N/A,N/A,2021-02-08,Life Sciences,Trade Show,Nurturing,Open,0,0
00Q5A00001RBe42UAD,FALSE,N/A,N/A,2021-02-08,Life Sciences,Trade Show,Nurturing,Open,0,0
00Q5A00001RBe44UAD,FALSE,N/A,N/A,2021-02-08,Life Sciences,Trade Show,Nurturing,Open,0,0
00Q5A00001RBe45UAD,FALSE,N/A,N/A,2021-02-08,Life Sciences,Trade Show,Nurturing,Open,0,0
00Q5A00001RBe46UAD,FALSE,N/A,N/A,2021-02-08,Life Sciences,Trade Show,Nurturing,Open,0,0
00Q5A00001RBe47UAD,FALSE,N/A,N/A,2021-02-08,Life Sciences,Trade Show,Nurturing,Open,0,0
00Q5A00001RBe4IUAT,FALSE,N/A,N/A,2021-02-08,Life Sciences,Trade Show,Nurturing,Open,0,0
00Q5A00001RBe4JUAT,FALSE,N/A,N/A,2021-02-08,Life Sciences,Trade Show,Nurturing,Open,0,0
00Q5A00001RBe4KUAT,FALSE,N/A,N/A,2021-02-08,Life Sciences,Trade Show,Nurturing,Open,0,0
00Q5A00001RBe4NUAT,FALSE,N/A,N/A,2021-02-08,Life Sciences,Trade Show,Nurturing,Open,0,0
00Q5A00001RBe4QUAT,FALSE,N/A,N/A,2021-02-08,Life Sciences,Trade Show,Nurturing,Open,0,0
00Q5A00001RBe4RUAT,FALSE,N/A,N/A,2021-02-08,Life Sciences,Trade Show,Nurturing,Open,0,0
00Q5A00001RBe4UUAT,FALSE,N/A,N/A,2021-02-08,Life Sciences,Trade Show,Nurturing,Open,0,0
00Q5A00001RBe4VUAT,FALSE,N/A,N/A,2021-02-08,Life Sciences,Trade Show,Nurturing,Open,0,0
00Q5A00001RBe4XUAT,FALSE,N/A,N/A,2021-02-08,Life Sciences,Trade Show,Nurturing,Open,0,0
00Q5A00001RBe4YUAT,FALSE,N/A,N/A,2021-02-08,Life Sciences,Trade Show,Nurturing,Open,0,0
00Q5A00001RBe4ZUAT,FALSE,N/A,N/A,2021-02-08,Life Sciences,Trade Show,Nurturing,Open,0,0
00Q5A00001RBe4dUAD,FALSE,N/A,N/A,2021-02-08,Life Sciences,Trade Show,Nurturing,Open,0,0
00Q5A00001RBe4gUAD,FALSE,N/A,N/A,2021-02-08,Life Sciences,Trade Show,Nurturing,Open,0,0
00Q5A00001RBe4nUAD,FALSE,N/A,N/A,2021-02-08,Life Sciences,Trade Show,Nurturing,Open,0,0
00Q5A00001RBe4pUAD,FALSE,N/A,N/A,2021-02-08,Life Sciences,Trade Show,Nurturing,Open,0,0
00Q5A00001RBe4vUAD,FALSE,N/A,N/A,2021-02-08,Life Sciences,Trade Show,Nurturing,Open,0,0
00Q5A00001RBe4wUAD,FALSE,N/A,N/A,2021-02-08,Life Sciences,Trade Show,Nurturing,Open,0,0
00Q5A00001RBe4yUAD,FALSE,N/A,N/A,2021-02-08,Life Sciences,Trade Show,Nurturing,Open,0,0
00Q5A00001RBe4zUAD,FALSE,N/A,N/A,2021-02-08,Life Sciences,Trade Show,Nurturing,Open,0,0
00Q5A00001RBe50UAD,FALSE,N/A,N/A,2021-02-08,Life Sciences,Trade Show,Nurturing,Open,0,0
00Q5A00001RBe52UAD,FALSE,N/A,N/A,2021-02-08,Life Sciences,Trade Show,Nurturing,Open,0,0
00Q5A00001RBe59UAD,FALSE,N/A,N/A,2021-02-08,Life Sciences,Trade Show,Nurturing,Open,0,0
00Q5A00001RBe5CUAT,FALSE,N/A,N/A,2021-02-08,Life Sciences,Trade Show,Nurturing,Open,0,0
00Q5A00001RBe5FUAT,FALSE,N/A,N/A,2021-02-08,Life Sciences,Trade Show,Nurturing,Open,0,0
00Q5A00001RBe5GUAT,FALSE,N/A,N/A,2021-02-08,Life Sciences,Trade Show,Nurturing,Open,0,0
00Q5A00001RBe5IUAT,FALSE,N/A,N/A,2021-02-08,Life Sciences,Trade Show,Nurturing,Open,0,0
00Q5A00001RBe5KUAT,FALSE,N/A,N/A,2021-02-08,Life Sciences,Trade Show,Nurturing,Open,0,0
00Q5A00001RBe5NUAT,FALSE,N/A,N/A,2021-02-08,Life Sciences,Trade Show,Nurturing,Open,0,0
00Q5A00001RBe5QUAT,FALSE,N/A,N/A,2021-02-08,Life Sciences,Trade Show,Nurturing,Open,0,0
00Q5A00001RBe5SUAT,FALSE,N/A,N/A,2021-02-08,Life Sciences,Trade Show,Nurturing,Open,0,0
00Q5A00001RBe5TUAT,FALSE,N/A,N/A,2021-02-08,Life Sciences,Trade Show,Nurturing,Open,0,0
00Q5A00001RBe5UUAT,FALSE,N/A,N/A,2021-02-08,Life Sciences,Trade Show,Nurturing,Open,0,0
00Q5A00001RBe5VUAT,FALSE,N/A,N/A,2021-02-08,Life Sciences,Trade Show,Nurturing,Open,0,0
00Q5A00001RBe5WUAT,FALSE,N/A,N/A,2021-02-08,Life Sciences,Trade Show,Nurturing,Open,0,0
00Q5A00001RGPgWUAX,FALSE,N/A,N/A,2020-11-09,Life Sciences,Trade Show,Nurturing,Open,0,0
00Q5A00001RGPgXUAX,FALSE,N/A,N/A,2020-11-09,Life Sciences,Trade Show,Nurturing,Open,0,0
00Q5A00001RGPgrUAH,FALSE,N/A,N/A,2020-11-09,Life Sciences,Trade Show,Nurturing,Open,0,0
00Q5A00001RGV5IUAX,FALSE,N/A,N/A,2020-11-13,Life Sciences,Trade Show,Nurturing,Open,0,0
00Q5A00001RGV5JUAX,FALSE,N/A,N/A,2020-11-13,Life Sciences,Trade Show,Nurturing,Open,0,0
00Q5A00001RGV5OUAX,FALSE,N/A,N/A,2020-11-13,Life Sciences,Trade Show,Nurturing,Open,0,0
00Q5A00001RGV5PUAX,FALSE,N/A,N/A,2020-11-13,Life Sciences,Trade Show,Nurturing,Open,0,0
00Q5A00001RGV5QUAX,FALSE,N/A,N/A,2020-11-13,Life Sciences,Trade Show,Nurturing,Open,0,0
00Q5A00001RGV5UUAX,FALSE,N/A,N/A,2020-11-13,Life Sciences,Trade Show,Nurturing,Open,0,0
00Q5A00001RGV5WUAX,FALSE,N/A,N/A,2020-11-13,Life Sciences,Trade Show,Nurturing,Open,0,0
00Q5A00001RGV5aUAH,FALSE,N/A,N/A,2020-11-13,Life Sciences,Trade Show,Nurturing,Open,0,0
00Q5A00001RGV5gUAH,FALSE,N/A,N/A,2020-11-13,Life Sciences,Trade Show,Nurturing,Open,0,0
00Q5A00001RGV5hUAH,FALSE,N/A,N/A,2020-11-13,Life Sciences,Trade Show,Nurturing,Open,0,0
00Q5A00001RGV5iUAH,FALSE,N/A,N/A,2020-11-13,Life Sciences,Trade Show,Nurturing,Open,0,0
00Q5A00001RGV5jUAH,FALSE,N/A,N/A,2020-11-13,Life Sciences,Trade Show,Nurturing,Open,0,0
00Q5A00001RGPgbUAH,FALSE,N/A,N/A,2020-11-09,Life Sciences,Trade Show,Nurturing,Open,0,0
00Q5A00001RGPgjUAH,FALSE,N/A,N/A,2020-11-09,Life Sciences,Trade Show,Nurturing,Open,0,0
00Q5A00001RAkTHUA1,FALSE,N/A,N/A,2020-12-15,Life Sciences,Webinar,Nurturing,Open,0,0
00Q5A00001RBe51UAD,FALSE,N/A,N/A,2021-02-08,Life Sciences,Trade Show,Disqualified,Open,0,0
00Q5A00001RG35QUAT,FALSE,N/A,N/A,2020-10-23,Life Sciences,Google Natural Search,MQL,Open,0,0
00Q6w000002Zds6EAC,FALSE,N/A,N/A,2021-08-17,Life Sciences,Inside Sales,Nurturing,Open,0,0
00Q5A00001RG34vUAD,FALSE,N/A,N/A,2020-10-23,Life Sciences,Prospecting Journey,Nurturing,Open,0,0
00Q5A00001RG352UAD,FALSE,N/A,N/A,2020-10-23,Life Sciences,Prospecting Journey,Nurturing,Open,0,0
00Q5A00001RG355UAD,FALSE,N/A,N/A,2020-10-23,Life Sciences,Prospecting Journey,Nurturing,Open,0,0
00Q5A00001RG357UAD,FALSE,N/A,N/A,2020-10-23,Life Sciences,Prospecting Journey,Nurturing,Open,0,0
00Q5A00001RG359UAD,FALSE,N/A,N/A,2020-10-23,Life Sciences,Prospecting Journey,Nurturing,Open,0,0
00Q5A00001RG35CUAT,FALSE,N/A,N/A,2020-10-23,Life Sciences,Prospecting Journey,Nurturing,Open,0,0
00Q5A00001RG35FUAT,FALSE,N/A,N/A,2020-10-23,Life Sciences,Prospecting Journey,Nurturing,Open,0,0
00Q5A00001RG35KUAT,FALSE,N/A,N/A,2020-10-23,Life Sciences,Prospecting Journey,Nurturing,Open,0,0
00Q5A00001RG35TUAT,FALSE,N/A,N/A,2020-10-23,Life Sciences,Prospecting Journey,Nurturing,Open,0,0
00Q5A00001RG35SUAT,FALSE,N/A,N/A,2020-10-23,Life Sciences,Prospecting Journey,Nurturing,Open,0,0
00Q5A00001OX6n1UAD,FALSE,N/A,N/A,2019-12-19,Life Sciences,Other,Nurturing,Open,0,0
00Q5A00001RAUniUAH,FALSE,N/A,N/A,2020-12-14,Life Sciences,Trade Show,Nurturing,Open,0,0
00Q5A00001RBTafUAH,FALSE,N/A,N/A,2021-01-29,Life Sciences,Trade Show,Nurturing,Open,0,0
00Q5A00001RBe3HUAT,FALSE,N/A,N/A,2021-02-08,Life Sciences,Trade Show,Nurturing,Open,0,0
00Q5A00001RBe3NUAT,FALSE,N/A,N/A,2021-02-08,Life Sciences,Trade Show,Nurturing,Open,0,0
00Q5A00001RBe3QUAT,FALSE,N/A,N/A,2021-02-08,Life Sciences,Trade Show,Nurturing,Open,0,0
00Q5A00001RBe3UUAT,FALSE,N/A,N/A,2021-02-08,Life Sciences,Trade Show,Nurturing,Open,0,0
00Q5A00001RBe3bUAD,FALSE,N/A,N/A,2021-02-08,Life Sciences,Trade Show,Nurturing,Open,0,0
00Q5A00001RBe3iUAD,FALSE,N/A,N/A,2021-02-08,Life Sciences,Trade Show,Nurturing,Open,0,0
00Q5A00001RBe3jUAD,FALSE,N/A,N/A,2021-02-08,Life Sciences,Trade Show,Nurturing,Open,0,0
00Q5A00001RBe3rUAD,FALSE,N/A,N/A,2021-02-08,Life Sciences,Trade Show,Nurturing,Open,0,0
00Q5A00001RBe3xUAD,FALSE,N/A,N/A,2021-02-08,Life Sciences,Trade Show,Nurturing,Open,0,0
00Q5A00001RBe3zUAD,FALSE,N/A,N/A,2021-02-08,Life Sciences,Trade Show,Nurturing,Open,0,0
00Q5A00001RBe4CUAT,FALSE,N/A,N/A,2021-02-08,Life Sciences,Trade Show,Nurturing,Open,0,0
00Q5A00001RBe4DUAT,FALSE,N/A,N/A,2021-02-08,Life Sciences,Trade Show,Nurturing,Open,0,0
00Q5A00001RBe4EUAT,FALSE,N/A,N/A,2021-02-08,Life Sciences,Trade Show,Nurturing,Open,0,0
00Q5A00001RBe4LUAT,FALSE,N/A,N/A,2021-02-08,Life Sciences,Trade Show,Nurturing,Open,0,0
00Q5A00001RBe4OUAT,FALSE,N/A,N/A,2021-02-08,Life Sciences,Trade Show,Nurturing,Open,0,0
00Q5A00001RBe4TUAT,FALSE,N/A,N/A,2021-02-08,Life Sciences,Trade Show,Nurturing,Open,0,0
00Q5A00001RBe4cUAD,FALSE,N/A,N/A,2021-02-08,Life Sciences,Trade Show,Nurturing,Open,0,0
00Q5A00001RBe4hUAD,FALSE,N/A,N/A,2021-02-08,Life Sciences,Trade Show,Nurturing,Open,0,0
00Q5A00001RBe4iUAD,FALSE,N/A,N/A,2021-02-08,Life Sciences,Trade Show,Nurturing,Open,0,0
00Q5A00001RBe4jUAD,FALSE,N/A,N/A,2021-02-08,Life Sciences,Trade Show,Nurturing,Open,0,0
00Q5A00001RBe4kUAD,FALSE,N/A,N/A,2021-02-08,Life Sciences,Trade Show,Nurturing,Open,0,0
00Q5A00001RBe4rUAD,FALSE,N/A,N/A,2021-02-08,Life Sciences,Trade Show,Nurturing,Open,0,0
00Q5A00001RBe58UAD,FALSE,N/A,N/A,2021-02-08,Life Sciences,Trade Show,Nurturing,Open,0,0
00Q5A00001RBe5BUAT,FALSE,N/A,N/A,2021-02-08,Life Sciences,Trade Show,Nurturing,Open,0,0
00Q5A00001RBe5DUAT,FALSE,N/A,N/A,2021-02-08,Life Sciences,Trade Show,Nurturing,Open,0,0
00Q5A00001RGPgeUAH,FALSE,N/A,N/A,2020-11-09,Life Sciences,Trade Show,Nurturing,Open,0,0
00Q5A00001RGPghUAH,FALSE,N/A,N/A,2020-11-09,Life Sciences,Trade Show,Nurturing,Open,0,0
00Q5A00001RGPgoUAH,FALSE,N/A,N/A,2020-11-09,Life Sciences,Trade Show,Nurturing,Open,0,0
00Q5A00001RGPgpUAH,FALSE,N/A,N/A,2020-11-09,Life Sciences,Trade Show,Nurturing,Open,0,0
00Q5A00001RAkTAUA1,FALSE,N/A,N/A,2020-12-15,Life Sciences,Webinar,Nurturing,Open,0,0
00Q5A00001RAkTDUA1,FALSE,N/A,N/A,2020-12-15,Life Sciences,Webinar,Nurturing,Open,0,0
00Q5A00001RG34tUAD,FALSE,N/A,N/A,2020-10-23,Life Sciences,Google Natural Search,Nurturing,Open,0,0
00Q5A00001RG35GUAT,FALSE,N/A,N/A,2020-10-23,Life Sciences,Google Natural Search,Nurturing,Open,0,0
00Q5A00001Oa9X3UAJ,FALSE,N/A,N/A,2020-04-22,Life Sciences,LinkedIn,Nurturing,Open,0,0
00Q5A00001RCMoxUAH,FALSE,N/A,N/A,2021-03-22,Life Sciences,Industry Event,MQL,Open,0,0
00Q5A00001RCVLDUA5,FALSE,N/A,N/A,2021-03-26,Life Sciences,Trade Show,MQL,Open,0,0
00Q6e00001RDaR8EAL,FALSE,N/A,N/A,2021-05-18,Life Sciences,Trade Show,MQL,Open,0,0
00Q6e00001RDaRUEA1,FALSE,N/A,N/A,2021-05-18,Life Sciences,Trade Show,MQL,Open,0,0
00Q5A00001RAPeQUAX,FALSE,N/A,N/A,2020-12-08,Life Sciences,Field Sales,Nurturing,Open,0,0
00Q5A00001RBEX2UAP,FALSE,N/A,N/A,2021-01-13,Life Sciences,Field Sales,Nurturing,Open,0,0
00Q5A00001RBEXWUA5,FALSE,N/A,N/A,2021-01-13,Life Sciences,Field Sales,Nurturing,Open,0,0
00Q5A00001RBEXbUAP,FALSE,N/A,N/A,2021-01-13,Life Sciences,Field Sales,Nurturing,Open,0,0
00Q5A00001RBEY0UAP,FALSE,N/A,N/A,2021-01-13,Life Sciences,Field Sales,Nurturing,Open,0,0
00Q5A00001OXdtkUAD,FALSE,N/A,N/A,2020-01-17,Life Sciences,Field Sales,Nurturing,Open,0,0
00Q5A00001OXdtzUAD,FALSE,N/A,N/A,2020-01-17,Life Sciences,Field Sales,Nurturing,Open,0,0
00Q5A00001RBLAIUA5,FALSE,N/A,N/A,2021-01-20,Life Sciences,Field Sales,Nurturing,Open,0,0
00Q5A00001RBv9OUAT,FALSE,N/A,N/A,2021-02-26,Life Sciences,Field Sales,Nurturing,Open,0,0
00Q5A00001RGa9oUAD,FALSE,N/A,N/A,2020-11-18,Life Sciences,Field Sales,Nurturing,Open,0,0
00Q6e00001RCxsfEAD,FALSE,N/A,N/A,2021-04-20,Life Sciences,Field Sales,Nurturing,Open,0,0
00Q6e00001RCxzMEAT,FALSE,N/A,N/A,2021-04-20,Life Sciences,Field Sales,Nurturing,Open,0,0
00Q6e00001RCy4vEAD,FALSE,N/A,N/A,2021-04-20,Life Sciences,Field Sales,Nurturing,Open,0,0
00Q6e00001RCy9gEAD,FALSE,N/A,N/A,2021-04-20,Life Sciences,Field Sales,Nurturing,Open,0,0
00Q6e00001RDKyFEAX,FALSE,N/A,N/A,2021-05-04,Life Sciences,Field Sales,Nurturing,Open,0,0
00Q6e00001RDSYiEAP,FALSE,N/A,N/A,2021-05-11,Life Sciences,Field Sales,Nurturing,Open,0,0
00Q6e00001RDUBPEA5,FALSE,N/A,N/A,2021-05-12,Life Sciences,Field Sales,Nurturing,Open,0,0
00Q6e00001RE49kEAD,FALSE,N/A,N/A,2021-06-18,Life Sciences,Field Sales,Nurturing,Open,0,0
00Q6e00001RE49tEAD,FALSE,N/A,N/A,2021-06-18,Life Sciences,Field Sales,Nurturing,Open,0,0
00Q6e00001RE49yEAD,FALSE,N/A,N/A,2021-06-18,Life Sciences,Field Sales,Nurturing,Open,0,0
00Q6e00001RE4SlEAL,FALSE,N/A,N/A,2021-06-18,Life Sciences,Field Sales,Nurturing,Open,0,0
00Q6e00001RE7ToEAL,FALSE,N/A,N/A,2021-06-22,Life Sciences,Field Sales,Nurturing,Open,0,0
00Q6e00001RE7UIEA1,FALSE,N/A,N/A,2021-06-22,Life Sciences,Field Sales,Nurturing,Open,0,0
00Q6e00001RE7YFEA1,FALSE,N/A,N/A,2021-06-22,Life Sciences,Field Sales,Nurturing,Open,0,0
00Q6e00001TnbgZEAR,FALSE,N/A,N/A,2021-06-24,Life Sciences,Field Sales,Nurturing,Open,0,0
00Q6e00001Tnd5REAR,FALSE,N/A,N/A,2021-06-25,Life Sciences,Field Sales,Nurturing,Open,0,0
00Q5A00001OXbhbUAD,FALSE,N/A,N/A,2020-01-16,Life Sciences,Industry Event,Nurturing,Open,0,0
00Q5A00001RFqWTUA1,FALSE,N/A,N/A,2020-10-19,Life Sciences,Inside Sales,Nurturing,Open,0,0
00Q5A00001Oa6FjUAJ,FALSE,N/A,N/A,2020-04-20,Life Sciences,Prospecting Journey,Nurturing,Open,0,0
