Account_ID,Created_by_ID,Created_Date,Industry
0013100001p595GAAQ,00531000008FRNUAA4,2017-01-31,Agriculture
0013100001p5964AAA,00531000008FRNUAA4,2017-01-31,Agriculture
0013100001p59EGAAY,00531000008FRNUAA4,2017-01-31,Agriculture
0013100001p59GRAAY,00531000008FRNUAA4,2017-01-31,Agriculture
0013100001p59JKAAY,00531000008FRNUAA4,2017-01-31,Agriculture
0013100001p59JtAAI,00531000008FRNUAA4,2017-01-31,Agriculture
0013100001p59KSAAY,00531000008FRNUAA4,2017-01-31,Agriculture
0013100001p59MxAAI,00531000008FRNUAA4,2017-01-31,Agriculture
0013100001p59ZDAAY,00531000008FRNUAA4,2017-01-31,Agriculture
0013100001p59aGAAQ,00531000008FRNUAA4,2017-01-31,Agriculture
0013100001p59e3AAA,00531000008FRNUAA4,2017-01-31,Agriculture
0013100001p59erAAA,00531000008FRNUAA4,2017-01-31,Agriculture
0013100001p59fLAAQ,00531000008FRNUAA4,2017-01-31,Agriculture
0013100001p59g4AAA,00531000008FRNUAA4,2017-01-31,Agriculture
0013100001p59k6AAA,00531000008FRNUAA4,2017-01-31,Apparel
0013100001p59ulAAA,00531000008FRNUAA4,2017-01-31,Apparel
0013100001p5A0yAAE,00531000008FRNUAA4,2017-01-31,Apparel
0013100001p5A3dAAE,00531000008FRNUAA4,2017-01-31,Apparel
0013100001p5A5KAAU,00531000008FRNUAA4,2017-01-31,Apparel
0013100001p5A5yAAE,00531000008FRNUAA4,2017-01-31,Apparel
0013100001p5A6mAAE,00531000008FRNUAA4,2017-01-31,Apparel
0013100001p5A7zAAE,00531000008FRNUAA4,2017-01-31,Apparel
0013100001p5A92AAE,00531000008FRNUAA4,2017-01-31,Apparel
0013100001p5AAFAA2,00531000008FRNUAA4,2017-01-31,Apparel
0013100001p5ACBAA2,00531000008FRNUAA4,2017-01-31,Agriculture
0013100001p5AIAAA2,00531000007KAu8AAG,2016-06-27,Agriculture
0013100001p5ANjAAM,00531000008FRNUAA4,2017-01-31,Agriculture
0013100001p5AOcAAM,00531000008FRNUAA4,2017-01-31,Agriculture
0013100001p5ARlAAM,00531000008FRNUAA4,2017-01-31,Agriculture
0013100001p5ATcAAM,00531000008FRNUAA4,2017-01-31,Agriculture
0013100001p5AXFAA2,00531000008FRNUAA4,2017-01-31,Agriculture
0013100001p5AYhAAM,00531000008FRNUAA4,2017-01-31,Agriculture
0013100001p5AbMAAU,00531000008FRNUAA4,2017-01-31,Agriculture
0013100001p5B4QAAU,00531000008FRNUAA4,2017-01-31,Apparel
0013100001p5B5TAAU,00531000008FRNUAA4,2017-01-31,Apparel
0013100001p5B83AAE,00531000008FRNUAA4,2017-01-31,Apparel
0013100001p5BBRAA2,00531000008FRNUAA4,2017-01-31,Apparel
0013100001p5BKSAA2,00531000008FRNUAA4,2017-01-31,Apparel
0013100001p5BMJAA2,00531000008FRNUAA4,2017-01-31,Apparel
0013100001p5BOZAA2,00531000008FRNUAA4,2017-01-31,Apparel
0013100001p5BQuAAM,00531000008FRNUAA4,2017-01-31,Apparel
0013100001p5BSbAAM,00531000008FRNUAA4,2017-01-31,Apparel
0013100001p5TqDAAU,00531000007Es7rAAC,2017-02-02,Banking
0013100001p5hesAAA,00531000008FFH0AAO,2017-02-03,Banking
0013100001puOhPAAU,00531000008FRNUAA4,2017-02-06,Banking
0013100001puTIoAAM,00531000007KAu8AAG,2017-02-06,Banking
0013100001puTMvAAM,00531000007KAu8AAG,2017-02-06,Banking
0013100001puTPkAAM,00531000007KAu8AAG,2016-06-24,Banking
0013100001puTXlAAM,00531000007KAu8AAG,2017-02-06,Banking
0013100001puTb4AAE,00531000007M2hjAAC,2016-03-10,Banking
0013100001puTdTAAU,00531000007KAu8AAG,2016-06-26,Banking
0013100001puZ6kAAE,00531000007KAu8AAG,2017-02-07,Biotechnology
0013100001pvHH5AAM,00531000008FRNUAA4,2017-02-10,Biotechnology
0013100001pvHL2AAM,00531000008FRNUAA4,2017-02-10,Biotechnology
0013100001pvHPEAA2,00531000008FRNUAA4,2017-02-10,Biotechnology
0013100001pvHRAAA2,00531000008FRNUAA4,2017-02-10,Biotechnology
0013100001pvHWkAAM,00531000008FRNUAA4,2017-02-10,Agriculture
0013100001pvHYgAAM,00531000008FRNUAA4,2017-02-10,Apparel
0013100001pvHwaAAE,00531000008FRNUAA4,2017-02-10,Apparel
0013100001pvHyCAAU,00531000008FRNUAA4,2017-02-10,Apparel
0013100001pvHzjAAE,00531000008FRNUAA4,2017-02-10,Apparel
0013100001pvI1QAAU,00531000008FRNUAA4,2017-02-10,Apparel
0013100001pvI2YAAU,00531000008FRNUAA4,2017-02-10,Apparel
0013100001pvI4UAAU,00531000008FRNUAA4,2017-02-10,Apparel
0013100001pvI87AAE,00531000008FRNUAA4,2017-02-10,Apparel
0013100001pvIDMAA2,00531000008FRNUAA4,2017-02-10,Apparel
0013100001pvIDqAAM,00531000008FRNUAA4,2017-02-10,Apparel
0013100001pvIFhAAM,00531000008FRNUAA4,2017-02-10,Banking
0013100001pvRTEAA2,00531000007KgPgAAK,2017-02-12,Banking
0013100001qvZsSAAU,00531000008FFH0AAO,2017-03-10,Banking
0013100001qw9gbAAA,00531000007KAu8AAG,2017-03-13,Banking
0013100001qwA2DAAU,00531000007KAu8AAG,2017-03-13,Banking
0013100001qwAJ9AAM,00531000007KAu8AAG,2017-03-13,Banking
0013100001qwAUAAA2,00531000007KAu8AAG,2017-03-13,Banking
0013100001qwT0vAAE,00531000008F2qlAAC,2017-03-15,Banking
0013100001qx6GzAAI,00531000007KAsvAAG,2017-03-20,Banking
0013100001qx8jZAAQ,00531000007KAsvAAG,2017-03-20,Banking
0013100001qxVcsAAE,00531000007KAsvAAG,2017-03-22,Banking
0013100001qxdmMAAQ,00531000007KAsvAAG,2017-03-23,Banking
0013100001qxiZOAAY,00531000007KAsvAAG,2017-03-23,Banking
0013100001qxpzrAAA,00531000008QpAHAA0,2017-03-24,Banking
0013100001qxqblAAA,00531000008FRNUAA4,2017-03-24,Biotechnology
0013100001qxqfJAAQ,00531000008FRNUAA4,2017-03-24,Biotechnology
0013100001qxqgHAAQ,00531000008FRNUAA4,2017-03-24,Biotechnology
0013100001qxtqcAAA,00531000007KAsvAAG,2017-03-24,Biotechnology
0013100001qy8GYAAY,00531000008FRNUAA4,2017-03-27,Biotechnology
0013100001qy8HbAAI,00531000008FRNUAA4,2017-03-27,Biotechnology
0013100001qy8VBAAY,00531000008FRNUAA4,2017-03-27,Biotechnology
0013100001qy8ZhAAI,00531000008FRNUAA4,2017-03-27,Biotechnology
0013100001qyEfYAAU,00531000007KAsvAAG,2017-03-28,Biotechnology
0013100001qyJ2TAAU,00531000007Es7rAAC,2017-03-28,Biotechnology
0013100001qyLolAAE,00531000007MUoEAAW,2017-03-28,Biotechnology
0013100001qyXdwAAE,00531000007KAsvAAG,2017-03-29,Biotechnology
0013100001qymV5AAI,00531000007KAsvAAG,2017-03-31,Biotechnology
0013100001qyrP9AAI,00531000008FRNUAA4,2017-03-31,Biotechnology
0013100001qyrQqAAI,00531000008FRNUAA4,2017-03-31,Chemicals
0013100001qyrRZAAY,00531000008FRNUAA4,2017-03-31,Chemicals
0013100001qz82IAAQ,00531000007KAsvAAG,2017-04-03,Chemicals
0013100001qzMrSAAU,00531000007KAsvAAG,2017-04-04,Chemicals
0013100001rsvIAAAY,00531000007KgPgAAK,2017-04-12,Chemicals
0013100001rt14LAAQ,00531000007KgPgAAK,2017-04-12,Communications
0013100001rt2Q4AAI,00531000007KgPgAAK,2017-04-12,Communications
0013100001rt9lJAAQ,00531000007KAsvAAG,2017-04-13,Communications
0013100001rtN6tAAE,00531000007KgPgAAK,2017-04-14,Communications
0013100001ruM2pAAE,00531000007KgPgAAK,2017-04-21,Communications
0013100001rueJaAAI,00531000007KAsvAAG,2017-04-24,Biotechnology
0013100001rut5yAAA,00531000007KgPgAAK,2017-04-25,Biotechnology
0013100001sbMkZAAU,00531000007KAsvAAG,2017-05-04,Biotechnology
0013100001syLllAAE,00531000007KAsvAAG,2017-05-12,Biotechnology
0013100001sz7lcAAA,00531000008F2qlAAC,2017-05-15,Biotechnology
0013100001t0mtKAAQ,005i0000000fNkyAAE,2017-05-17,Biotechnology
0015A00001SB92xQAD,005i0000000fNkyAAE,2017-08-30,Biotechnology
0015A00001tZ0SFQA0,005i0000000fNkyAAE,2017-05-23,Biotechnology
0015A00001tZ9JzQAK,00531000007KgPgAAK,2017-05-30,Biotechnology
0015A00001tZ9KdQAK,00531000007KgPgAAK,2017-05-30,Communications
0015A00001tZ9LCQA0,00531000007KgPgAAK,2017-05-30,Communications
0015A00001tZ9LlQAK,00531000007KgPgAAK,2017-05-30,Communications
0015A00001tZLJEQA4,00531000007KgPgAAK,2017-06-05,Communications
0015A00001tZMzCQAW,00531000007KgPgAAK,2017-06-06,Communications
0015A00001tZRa2QAG,005i0000000fpvQAAQ,2017-06-08,Communications
0015A00001tZkazQAC,00531000007KAsvAAG,2017-06-14,Communications
0015A00001tZt4AQAS,00531000007KgPgAAK,2017-06-19,Communications
0015A00001tZtAIQA0,00531000007KgPgAAK,2017-06-19,Communications
0015A00001tZv7VQAS,00531000008FRNUAA4,2017-06-20,Communications
0015A00001ta35uQAA,00531000008FRNUAA4,2017-06-20,Communications
0015A00001ta3jzQAA,00531000008FRNUAA4,2017-06-20,Construction
0015A00001ta3zxQAA,00531000008FRNUAA4,2017-06-20,Construction
0015A00001taA9HQAU,00531000008FRNUAA4,2017-06-20,Communications
0015A00001taI3hQAE,00531000008FRNUAA4,2017-06-21,Communications
0015A00001taLCqQAM,00531000007KAsvAAG,2017-06-23,Communications
0015A00001taP7mQAE,00531000007KAsvAAG,2017-06-27,Communications
0015A00001taPwzQAE,00531000007KAu8AAG,2017-06-27,Communications
0015A00001taTGPQA2,00531000008FRNUAA4,2017-06-30,Communications
0015A00001taVl0QAE,00531000008FRNUAA4,2017-07-04,Communications
0015A00001taXtnQAE,00531000007KAsvAAG,2017-07-06,Communications
0015A00001taYCVQA2,00531000007KAsvAAG,2017-07-06,Communications
0015A00001taaDSQAY,00531000008F2qlAAC,2017-07-07,Communications
0015A00001taaMKQAY,00531000008F2psAAC,2017-07-08,Communications
0015A00001tabLSQAY,00531000008FRNUAA4,2017-07-10,Communications
0015A00001taeb1QAA,00531000008RIokAAG,2017-07-12,Communications
0015A00001tak2sQAA,00531000007KAu8AAG,2017-07-16,Communications
0015A00001tanOxQAI,00531000007KAsvAAG,2017-07-18,Communications
0015A00001tanhuQAA,00531000007KAsvAAG,2017-07-19,Construction
0015A00001taq84QAA,005i0000000fNkyAAE,2017-07-20,Construction
0015A00001taqfSQAQ,00531000007KgPgAAK,2017-07-21,Construction
0015A00001targvQAA,00531000007KAsvAAG,2017-07-21,Construction
0015A00001tasCtQAI,00531000007KAu8AAG,2017-07-21,Construction
0015A00001taw5vQAA,00531000007KAu8AAG,2017-07-25,Construction
0015A00001tb0OQQAY,00531000007KAsvAAG,2017-07-28,Construction
0015A00001tb0vPQAQ,00531000007KAsvAAG,2017-07-29,Construction
0015A00001tb2pHQAQ,00531000007KgPgAAK,2017-08-01,Consulting
0015A00001tbIREQA2,00531000007KAsvAAG,2017-08-07,Consulting
0015A00001tbLUxQAM,00531000007KgPgAAK,2017-08-09,Consulting
0015A00001tbMY6QAM,00531000008FRNUAA4,2017-08-09,Consulting
0015A00001tbNJyQAM,00531000007KAu8AAG,2017-08-10,Education
0015A00001tbNSWQA2,00531000007KAu8AAG,2017-08-10,Education
0015A00001tbV24QAE,00531000007KAsvAAG,2017-08-16,Education
0015A00001tbWJzQAM,00531000008FRNUAA4,2017-08-17,Education
0015A00001tbbJ8QAI,00531000007KgPgAAK,2017-08-22,Electronics
0015A00001tbcQvQAI,00531000008F2qlAAC,2017-08-22,Electronics
0015A00001xOPCyQAO,005i0000000fNkyAAE,2017-09-08,Electronics
0015A00001xOPDSQA4,005i0000000fNkyAAE,2017-09-08,Electronics
0015A00001xOPFsQAO,005i0000000fNkyAAE,2017-09-08,Electronics
0015A00001xOPFxQAO,005i0000000fNkyAAE,2017-09-08,Electronics
0015A00001xOXHFQA4,00531000007KAsvAAG,2017-09-12,Electronics
0015A00001xOb14QAC,00531000008FRNUAA4,2017-09-15,Electronics
0015A00001xOev4QAC,00531000008FRNUAA4,2017-09-18,Electronics
0015A00001xOgtoQAC,00531000008FRNUAA4,2017-09-19,Electronics
0015A00001xOjZ5QAK,005i0000000fNkyAAE,2017-09-20,Electronics
0015A00001xOkXAQA0,00531000007KAsvAAG,2017-09-20,Electronics
0015A00001xOrX9QAK,00531000008FRNUAA4,2017-09-26,Energy
0015A00001xP48LQAS,00531000007KAu8AAG,2017-10-05,Energy
0015A00001xP4A2QAK,00531000007KAu8AAG,2017-10-05,Energy
0015A00001xP4AlQAK,00531000007KAu8AAG,2017-10-05,Energy
0015A00002Qch11QAB,00531000007MUoEAAW,2020-10-28,Energy
0015A00002DQ4SQQA1,0055A000009sa63QAA,2019-08-23,Energy
0015A00002AktUGQAZ,0055A000009sa63QAA,2019-03-01,Energy
0015A00002CUfaCQAT,0055A000009sa63QAA,2019-05-30,Energy
001i000000Aal74AAB,005i0000000fNkyAAE,2013-06-11,Energy
001i000000Aal75AAB,005i0000000fNkyAAE,2013-06-11,Energy
0015A00002GmHyVQAV,0055A000008iLoOQAU,2019-12-06,Energy
001i000001F6CZqAAN,005i0000000fpvQAAQ,2014-12-18,Energy
0015A000022SvIfQAK,0055A000008zqzaQAA,2018-08-31,Energy
0015A00002JPkIEQA1,00531000007MUoEAAW,2020-04-10,Energy
0015A000022R2hPQAS,00531000008F2qlAAC,2018-07-05,Energy
0015A000026mHp2QAE,005i0000000fpvQAAQ,2018-11-07,Energy
0015A000026mHoqQAE,005i0000000fpvQAAQ,2018-11-07,Energy
0015A000026mHorQAE,005i0000000fpvQAAQ,2018-11-07,Energy
0015A000026mHobQAE,005i0000000fpvQAAQ,2018-11-07,Energy
0015A000026mHonQAE,005i0000000fpvQAAQ,2018-11-07,Hospitality
0015A000026mHooQAE,005i0000000fpvQAAQ,2018-11-07,Hospitality
0015A000026mHp1QAE,005i0000000fpvQAAQ,2018-11-07,Hospitality
0015A000026mHp0QAE,005i0000000fpvQAAQ,2018-11-07,Hospitality
0015A000026mHoZQAU,005i0000000fpvQAAQ,2018-11-07,Hospitality
0015A000026mHoeQAE,005i0000000fpvQAAQ,2018-11-07,Hospitality
0015A000026mHoXQAU,005i0000000fpvQAAQ,2018-11-07,Telecommunications
0015A000026mHoVQAU,005i0000000fpvQAAQ,2018-11-07,Telecommunications
0015A000026mHozQAE,005i0000000fpvQAAQ,2018-11-07,Telecommunications
0015A000026mHosQAE,005i0000000fpvQAAQ,2018-11-07,Telecommunications
0015A00002Vp7XkQAJ,0055A00000Bcy8WQAR,2021-03-15,Telecommunications
0015A00002VpGvZQAV,0055A00000Bcy8WQAR,2021-03-16,Telecommunications
0015A00002VpIjLQAV,0055A00000Bcy8WQAR,2021-03-16,Telecommunications
0015A00002VpJKpQAN,0055A00000Bcy8WQAR,2021-03-16,Telecommunications
0015A00002VpPpSQAV,0055A00000Bcy8WQAR,2021-03-17,Telecommunications
0015A00002VpQ0QQAV,0055A00000Bcy8WQAR,2021-03-17,Transportation
0015A00002VpSh2QAF,0055A00000Bcy8WQAR,2021-03-17,Transportation
0015A00002VpWnsQAF,0055A00000Bcy8WQAR,2021-03-18,Transportation
0015A00002VpWyqQAF,0055A00000Bcy8WQAR,2021-03-18,Transportation
0015A00002VpXSIQA3,0055A00000Bcy8WQAR,2021-03-18,Transportation
0015A00002VpYRPQA3,0055A00000Bcy8WQAR,2021-03-18,Transportation
0015A00002VpaW2QAJ,0055A00000Bcy8WQAR,2021-03-18,Transportation
0015A00001yVJKEQA4,00531000008FRNUAA4,2017-11-10,Transportation
0016e00002XU9NoAAL,0055A000008iLoOQAU,2021-05-07,Agriculture
0015A000026mHogQAE,005i0000000fpvQAAQ,2018-11-07,Agriculture
0015A00002Dw4OZQAZ,0055A000008zqzaQAA,2019-07-30,Agriculture
001i000001H4697AAB,005i0000000fNkyAAE,2015-01-07,Agriculture
0015A000023qQBsQAM,00531000007KAu8AAG,2018-09-26,Agriculture
0015A0000254PvOQAU,0055A000008iLoOQAU,2018-09-27,Agriculture
0015A000027UhJnQAK,0055A000008iLoOQAU,2018-12-13,Agriculture
0015A00002UgxlQQAR,0055A00000Bb2djQAB,2021-02-18,Agriculture
0015A00002JPHCFQA5,0055A00000BNpn5QAD,2020-04-07,Agriculture
0015A00002JPFi2QAH,0055A00000BNpn5QAD,2020-04-07,Agriculture
0015A00002JPHp4QAH,0055A00000BNpn5QAD,2020-04-07,Agriculture
0015A00002Rgx4cQAB,0055A00000BNpn5QAD,2020-11-25,Agriculture
0015A00002OI9CbQAL,0055A00000BNpn5QAD,2020-08-06,Agriculture
0015A00002QarJ3QAJ,0055A00000BNpn5QAD,2020-10-13,Agriculture
0015A00001ztmmZQAQ,0055A000006HDY9QAO,2018-03-21,Agriculture
0015A000022Sks7QAC,0055A000008iLoJQAU,2018-08-27,Agriculture
0016e00002Zww4YAAR,00531000007KAu8AAG,2021-06-24,Agriculture
0016e00002ZwUcBAAV,00531000007KAu8AAG,2021-06-21,Apparel
0016e00002ZxGzkAAF,00531000007KAu8AAG,2021-06-28,Apparel
0016e00002XUVqIAAX,0055A000008iLoOQAU,2021-05-11,Apparel
0015A00002UfvEYQAZ,00531000007KAu8AAG,2021-02-09,Apparel
0015A00002DPI0BQAX,00531000007KAu8AAG,2019-08-21,Apparel
0015A00002Rgj2oQAB,00531000007KAu8AAG,2020-11-24,Apparel
0015A00002DSrIaQAL,00531000007KAu8AAG,2019-07-04,Apparel
0015A00002DyK0NQAV,00531000007KAu8AAG,2019-08-12,Apparel
0015A00002DPHx2QAH,00531000007KAu8AAG,2019-08-21,Apparel
0015A00002DQwKYQA1,0055A000008zqzaQAA,2019-08-28,Apparel
0016e00002ZwfCbAAJ,0055A000008iLoOQAU,2021-06-22,Banking
0016e00002XSwuXAAT,0055A000008iLoOQAU,2021-04-27,Banking
0015A000027zQp6QAE,00531000008FFH0AAO,2018-12-20,Banking
0015A00002HdWodQAF,0055A000008zqzaQAA,2020-02-06,Banking
0015A00002FsUoRQAV,0055A000008zqzaQAA,2019-10-23,Banking
0016e00002XSlfcAAD,0055A000008zqzaQAA,2021-04-26,Banking
0016e00002YdtJLAAZ,0055A000008zqzaQAA,2021-05-11,Banking
0015A00002Qeek9QAB,0055A000008zqzaQAA,2020-11-13,Banking
0015A00002VpuNWQAZ,0055A000008zqzaQAA,2021-03-22,Banking
0015A00002VqLqmQAF,0055A000008zqzaQAA,2021-03-25,Banking
0015A00002PKwzsQAD,0055A000008zqzaQAA,2020-09-24,Banking
0015A00002VpXmeQAF,0055A000008zqzaQAA,2021-03-18,Banking
0016e00002XSlHeAAL,0055A000008zqzaQAA,2021-04-26,Banking
0016e00002ZinylAAB,0055A000008zqzaQAA,2021-06-10,Biotechnology
0016e00002ZwqnIAAR,0055A000008zqzaQAA,2021-06-23,Biotechnology
0016e00002ZxK2SAAV,0055A000008zqzaQAA,2021-06-28,Biotechnology
0016e00002XSqc7AAD,0055A000008zqzaQAA,2021-04-26,Biotechnology
0016e00002YgTLhAAN,0055A000008zqzaQAA,2021-06-03,Biotechnology
0015A00002Lekq9QAB,0055A00000BNXCfQAP,2020-06-11,Biotechnology
0015A000027zQoxQAE,00531000008FFH0AAO,2018-12-20,Biotechnology
0015A000022QzShQAK,00531000008FRNUAA4,2018-07-03,Biotechnology
0015A000020x84PQAQ,0055A000006HDY9QAO,2018-04-19,Construction
0015A00002JP6tlQAD,0055A000008iLoOQAU,2020-04-06,Construction
0015A00002DyvHLQAZ,0055A000008iLoOQAU,2019-08-16,Construction
0015A00002VrfT7QAJ,0055A000008iLoOQAU,2021-04-05,Construction
0015A00002DUBLtQAP,0055A000008zqzaQAA,2019-07-13,Construction
0015A00002OKA2mQAH,0055A000008zqzaQAA,2020-08-21,Construction
0015A00002KujjNQAR,0055A000008zqzaQAA,2020-05-14,Construction
0015A00002HdYs8QAF,0055A000008zqzaQAA,2020-02-06,Construction
0015A00002LgpwMQAR,0055A000008zqzaQAA,2020-06-25,Construction
0015A00002PJgDzQAL,0055A000008zqzaQAA,2020-09-14,Construction
0015A00002Rfyr4QAB,0055A000008zqzaQAA,2020-11-17,Consulting
0015A00002LhSlGQAV,0055A000008zqzaQAA,2020-06-30,Consulting
0015A00002Ky9SKQAZ,0055A000008zqzaQAA,2020-06-08,Consulting
0015A00002QantRQAR,0055A000008zqzaQAA,2020-10-13,Consulting
0015A00002CwwHuQAJ,0055A000008zqzaQAA,2019-06-18,Consulting
0015A00002QEk8YQAT,0055A000008zqzaQAA,2020-12-11,Education
0015A00002RfyEBQAZ,0055A000008zqzaQAA,2020-11-17,Education
0015A00002Vr7w4QAB,0055A000008zqzaQAA,2021-03-31,Education
0015A000022SgMIQA0,0055A000008zqzaQAA,2018-08-24,Education
0015A00002OJiubQAD,0055A00000BNXCfQAP,2020-08-18,Education
0015A00002QebYEQAZ,0055A00000Bb2djQAB,2020-11-13,Electronics
0015A00002VpZ30QAF,0055A000008iLoOQAU,2021-03-18,Electronics
0015A00002Ug0mxQAB,0055A000008zqzaQAA,2021-02-09,Electronics
0015A00002Gn40fQAB,005i0000000fpvQAAQ,2019-12-11,Energy
0015A00002KwpkUQAR,0055A00000BNXCfQAP,2020-05-28,Energy
0015A00002DOth8QAD,0055A000008iLmwQAE,2019-08-20,Energy
0015A00002K65REQAZ,0055A00000BNXCfQAP,2020-04-14,Energy
0015A00002FUMkzQAH,0055A00000BNXCfQAP,2019-12-05,Energy
0015A00002PJff3QAD,0055A00000BNXCfQAP,2020-09-14,Energy
0016e00002XTCXeAAP,0055A00000BNXCfQAP,2021-04-28,Energy
0016e00002XSKN1AAP,0055A00000BNXCfQAP,2021-04-21,Energy
0016e00002XUEWdAAP,0055A00000BNXCfQAP,2021-05-07,Energy
0015A00002CT9J8QAL,00531000008FFH0AAO,2019-05-17,Energy
0015A00001yXNPDQA4,0055A000006HDY9QAO,2018-01-19,Energy
0015A000020x9EkQAI,0055A000006HDY9QAO,2018-04-19,Hospitality
0015A00002FFSf4QAH,0055A000008iLoJQAU,2019-09-30,Hospitality
0015A000022SoGvQAK,0055A000008iLoJQAU,2018-08-28,Hospitality
0015A00002FpfTHQAZ,0055A000008iLoJQAU,2019-10-17,Hospitality
0015A000022TDUOQA4,0055A000008iLoOQAU,2018-09-11,Hospitality
0015A00002HcqqPQAR,0055A00000BNXCfQAP,2020-01-30,Hospitality
0015A00002NNtZJQA1,0055A00000BNXCfQAP,2020-07-27,Hospitality
0015A00002KwxDcQAJ,0055A00000BNXCfQAP,2020-05-29,Hospitality
0015A00002PJzz5QAD,0055A00000BNXCfQAP,2020-09-16,Telecommunications
0015A00002QDi9tQAD,0055A00000BNXCfQAP,2020-12-04,Telecommunications
0015A00002LgX1AQAV,0055A00000BNXCfQAP,2020-06-23,Telecommunications
0015A00002TBbPQQA1,0055A00000BNXCfQAP,2021-01-04,Telecommunications
0015A00002KuduMQAR,0055A00000BNXCfQAP,2020-05-13,Telecommunications
0015A000026mHsRQAU,005i0000000fpvQAAQ,2018-11-07,Telecommunications
0015A00002NOV9kQAH,0055A00000BNXCfQAP,2020-07-29,Telecommunications
0016e00002YgVVJAA3,0055A00000BNpn5QAD,2021-06-03,Telecommunications
0015A0000255mlHQAQ,0055A000008iLoOQAU,2018-10-01,Telecommunications
0015A00002DwJKeQAN,00531000007KAu8AAG,2019-07-31,Telecommunications
0015A00002DyJlDQAV,00531000007KAu8AAG,2019-08-12,Telecommunications
0015A00002DSrH3QAL,00531000007KAu8AAG,2019-07-04,Telecommunications
0015A00002FpVaCQAV,0055A000008iLoOQAU,2019-10-16,Telecommunications
0015A000025eizJQAQ,0055A000008iLoOQAU,2018-10-08,Telecommunications
0015A00002RfujVQAR,0055A000008zqzaQAA,2020-11-17,Telecommunications
0015A00002KvEvEQAV,0055A000008zqzaQAA,2020-05-18,Telecommunications
0015A00002Is0NFQAZ,0055A000008zqzaQAA,2020-03-04,Telecommunications
0015A00002UiPrFQAV,0055A00000BcmS5QAJ,2021-03-03,Telecommunications
0015A00002Ugx97QAB,0055A00000BcmS5QAJ,2021-02-18,Telecommunications
0015A00002VoOopQAF,0055A00000BcmS5QAJ,2021-03-09,Telecommunications
0015A00002UfshqQAB,0055A000008zqzaQAA,2021-02-08,Agriculture
0015A00002DyShwQAF,0055A000008iLmwQAE,2019-08-13,Banking
0015A00002BnbuzQAB,0055A000008iLoJQAU,2019-04-17,Communications
0015A00002CwvtvQAB,0055A000008iLoJQAU,2019-06-17,Biotechnology
0015A00002FZxfsQAD,0055A000008iLoJQAU,2019-10-11,Chemicals
0015A00002IpEFnQAN,0055A000008iLoJQAU,2020-02-26,Chemicals
0015A00002GmmaOQAR,0055A000008iLoOQAU,2019-12-10,Chemicals
0015A00002OLw2nQAD,0055A00000BnR0kQAF,2020-09-04,Communications
0015A00002GmI1ZQAV,005i0000000fpvQAAQ,2019-12-06,Communications
0015A00002GoJz1QAF,005i0000000fpvQAAQ,2019-12-23,Communications
0016e00002ZikYlAAJ,0055A00000Bd0KeQAJ,2021-06-10,Communications
0015A00002UhHyiQAF,0055A000008zqzaQAA,2021-02-22,Communications
0015A00002RfvWwQAJ,0055A000008zqzaQAA,2020-11-17,Communications
0016e00002XTMyGAAX,0055A00000Bd4j9QAB,2021-04-30,Communications
0015A00002JPCZdQAP,0055A000008iLoOQAU,2020-04-08,Communications
0015A00002PJJ3xQAH,0055A000008zqzaQAA,2020-09-10,Communications
0015A00002OJrTYQA1,0055A000008zqzaQAA,2020-08-19,Communications
0015A00002PK2w1QAD,0055A000008zqzaQAA,2020-09-17,Communications
0015A00002TDCzBQAX,0055A000008zqzaQAA,2021-01-19,Communications
0015A00002PMjKQQA1,0055A000008zqzaQAA,2020-10-08,Communications
0016e00002ZwmenAAB,0055A00000Bd5F0QAJ,2021-06-23,Transportation
0016e00002ZviQFAAZ,0055A00000Bd5F0QAJ,2021-06-14,Transportation
0015A00002JM1sYQAT,0055A000008zqzaQAA,2020-03-10,Agriculture
0015A000022SW4zQAG,0055A000008zqzaQAA,2018-08-20,Agriculture
0015A00002VnyrpQAB,0055A00000BNXCfQAP,2021-03-05,Agriculture
0015A00002TAS2TQAX,0055A00000Bb2djQAB,2020-12-21,Agriculture
0015A00002QbbB3QAJ,0055A00000Bnt5hQAB,2020-10-19,Agriculture
0015A00002RgYm1QAF,0055A00000Bnt5hQAB,2020-11-23,Communications
0015A00002TDymDQAT,0055A00000Bnt5hQAB,2021-01-25,Communications
0015A00002VoYtMQAV,0055A00000Bnt5hQAB,2021-03-11,Communications
0015A00002VpjGHQAZ,0055A00000Bnt5hQAB,2021-03-19,Communications
0015A00002TCYcBQAX,0055A00000Bnt5hQAB,2021-01-13,Communications
0015A00002QcyNxQAJ,0055A00000Bnt5hQAB,2020-10-29,Communications
0015A00002RgNryQAF,0055A00000Bnt5hQAB,2020-11-20,Communications
0015A00002TDD9dQAH,0055A00000Bnt5hQAB,2021-01-19,Communications
0015A00002Qbnn0QAB,0055A00000Bnt5hQAB,2020-10-21,Communications
0015A00002GoE4JQAV,005i0000000fpvQAAQ,2019-12-21,Communications
0015A00002OIlzQQAT,0055A000008zqzaQAA,2020-08-11,Communications
0015A00002RgNeWQAV,0055A000008zqzaQAA,2020-11-20,Communications
0016e00002XSClsAAH,0055A00000Bnt5hQAB,2021-04-21,Communications
0016e00002XSBmFAAX,0055A00000Bnt5hQAB,2021-04-20,Communications
