Opportunity_ID,Account_ID,Close_Date,Closed,Created_Date,Fiscal_Period,Fiscal_Quarter,Fiscal_Year,Forecast_Q_Commit,Industry,Lead_Source,Opportunity_Type,Stage,Won,Amount,Expected_Amount
0065A00001dLuJZQA0,0016e00002ZvkIMAAZ,2021-06-30,FALSE,2021-03-22,2021 2,2,2021,FALSE,Consulting,Field Sales,N/A,Order Expected within 30 Days,FALSE,59700,53730
0065A00001PwLrIQAV,0013100001nn4AEAAY,2022-06-30,FALSE,2019-05-16,2022 2,2,2022,FALSE,Consulting,Trade Show,N/A,Qualified Opportunity,FALSE,78476,7847.6
0065A00001bAKSmQAO,0015A00002DUL4HQAX,2021-06-30,FALSE,2020-07-10,2021 2,2,2021,FALSE,Consulting,Field Sales,N/A,Qualified Opportunity,FALSE,64743.3,6474.33
0065A00001dK84CQAS,0016e00002Zw9jsAAB,2022-06-30,FALSE,2021-02-26,2022 2,2,2022,FALSE,Consulting,Field Sales,N/A,Funnel,FALSE,48750,2437.5
0065A00001dLTquQAG,0015A00002QcLYDQA3,2022-06-30,FALSE,2021-03-15,2022 2,2,2022,FALSE,Consulting,Field Sales,N/A,Customer Assessment w/ Favorable Evaluation,FALSE,59286.6,17785.98
0065A00001XajS1QAJ,0015A00002FH6SXQA1,2020-04-30,FALSE,2019-10-10,2020 2,2,2020,FALSE,Consulting,Field Sales,Safety and Security Opportunity,Qualified Opportunity,FALSE,74699,7469.9
0065A00001deId5QAE,0015A00002VqsMpQAJ,2022-06-30,FALSE,2021-03-30,2022 2,2,2022,FALSE,Consulting,Inside Sales,N/A,Qualified Opportunity,FALSE,53658.34,5365.83
0065A00001YN53sQAD,0015A000029X2jwQAC,2022-06-30,FALSE,2019-12-13,2022 2,2,2022,FALSE,Consulting,Field Sales,N/A,Customer Assessment w/ Favorable Evaluation,FALSE,219273.6,65782.08
0065A00001YNEzUQAX,0013100001jYgIJAA0,2022-06-30,FALSE,2019-12-16,2022 2,2,2022,FALSE,Education,Field Sales,N/A,Customer Assessment w/ Favorable Evaluation,FALSE,497985,149395.5
0065A00001ZFpInQAL,0013100001mIDLTAA4,2022-06-30,FALSE,2020-02-18,2022 2,2,2022,FALSE,Biotechnology,Field Sales,N/A,Customer Assessment w/ Favorable Evaluation,FALSE,196791,59037.3
0065A00001ZcJJfQAN,0015A000029X2jwQAC,2022-06-30,FALSE,2020-04-01,2022 2,2,2022,FALSE,Biotechnology,Field Sales,N/A,Customer Assessment w/ Favorable Evaluation,FALSE,401316,120394.8
0065A00001de7CIQAY,0013100001jbcGiAAI,2022-06-30,FALSE,2021-03-26,2022 2,2,2022,FALSE,Biotechnology,Field Sales,N/A,Qualified Opportunity,FALSE,597383.4,59738.34
0065A00001dBNTlQAO,0015A00002Uf7bhQAB,2022-06-30,FALSE,2021-02-02,2022 2,2,2022,FALSE,Biotechnology,Field Sales,N/A,Qualified Opportunity,FALSE,80867.7,8086.77
0065A00001dLxW5QAK,0013100001gawnXAAQ,2022-06-30,FALSE,2021-03-23,2022 2,2,2022,FALSE,Biotechnology,Field Sales,N/A,Qualified Opportunity,FALSE,670133.4,67013.34
0065A00001ddLdhQAE,0015A00002GpXQkQAN,2022-06-30,FALSE,2021-03-23,2022 2,2,2022,FALSE,Biotechnology,Field Sales,N/A,Customer Assessment w/ Favorable Evaluation,FALSE,600883.4,180265.02
0065A00001YhjynQAB,0016e00002Zw90oAAB,2022-06-30,FALSE,2020-01-10,2022 2,2,2022,FALSE,Biotechnology,Field Sales,N/A,Qualified Opportunity,FALSE,354384.25,35438.43
0065A00000nLrV9QAK,001i000000FKPu5AAH,2019-08-31,FALSE,2018-11-19,2019 3,3,2019,FALSE,Biotechnology,Inside Sales,N/A,Order Expected within 30 Days,FALSE,8412,7570.8
0065A00001KQ5ZcQAL,0013100001k5hYIAAY,2020-09-30,FALSE,2019-04-09,2020 3,3,2020,FALSE,Biotechnology,Inside Sales,N/A,Qualified Opportunity,FALSE,65636,6563.6
0065A00001KQ5aVQAT,0015A00002B8oyyQAB,2020-09-30,FALSE,2019-04-09,2020 3,3,2020,FALSE,Biotechnology,Inside Sales,N/A,Qualified Opportunity,FALSE,136500,13650
0065A00001XqKrNQAV,0013100001ruM2pAAE,2020-09-01,FALSE,2019-11-07,2020 3,3,2020,FALSE,Biotechnology,Field Sales,N/A,Qualified Opportunity,FALSE,65636,6563.6
0065A00001KRCilQAH,0015A00002AFZF3QAP,2021-09-30,FALSE,2019-04-17,2021 3,3,2021,FALSE,Biotechnology,Field Sales,N/A,Decision to Purchase,FALSE,130597,65298.5
0065A00001UmTB6QAN,0013100001gvwMjAAI,2021-09-30,FALSE,2019-06-20,2021 3,3,2021,FALSE,Chemicals,Field Sales,N/A,Decision to Purchase,FALSE,99437.74,49718.87
0065A00001aKdGDQA0,0015A000026nOcMQAU,2021-09-30,FALSE,2020-06-05,2021 3,3,2021,FALSE,Chemicals,Field Sales,N/A,Decision to Purchase,FALSE,49108.88,24554.44
0065A00001dAGpVQAW,0015A00002DR8HdQAL,2021-09-30,FALSE,2021-01-27,2021 3,3,2021,FALSE,Chemicals,Field Sales,N/A,Decision to Purchase,FALSE,39000,19500
0066e00001dzKXqAAM,0016e00002XT9yNAAT,2021-08-31,FALSE,2021-04-28,2021 3,3,2021,FALSE,Chemicals,Website,N/A,Decision to Purchase,FALSE,65437,32718.5
0065A00001dLA6MQAW,001i000001MZ8IpAAL,2021-08-31,FALSE,2021-03-10,2021 3,3,2021,FALSE,Communications,Inside Sales,N/A,Order Expected within 90 Days,FALSE,252480.6,176736.42
0065A00001crXR9QAM,0015A00002TCL4DQAX,2021-09-30,FALSE,2021-01-11,2021 3,3,2021,FALSE,Communications,Field Sales,N/A,Order Expected within 90 Days,FALSE,570639.6,399447.72
0066e00001e0OHlAAM,001i000001MZ8IpAAL,2021-07-30,FALSE,2021-05-06,2021 3,3,2021,FALSE,Communications,Field Sales,N/A,Order Expected within 30 Days,FALSE,213786.6,192407.94
0065A00001dLYh3QAG,001i000001MYrYFAA1,2021-08-01,FALSE,2021-03-16,2021 3,3,2021,FALSE,Communications,Inside Sales,N/A,Order Expected within 30 Days,FALSE,18525,16672.5
0065A00000nNAXtQAO,0015A000027S2pDQAS,2021-09-30,FALSE,2018-12-05,2021 3,3,2021,FALSE,Communications,Website,N/A,Funnel,FALSE,78000,3900
0065A00001YPp01QAD,0015A00001ztnDGQAY,2021-09-30,FALSE,2019-12-20,2021 3,3,2021,FALSE,Communications,Field Sales,N/A,Funnel,FALSE,71120.12,3556.01
0065A00001Z0DkXQAV,0013100001qx6GzAAI,2021-09-30,FALSE,2020-01-24,2021 3,3,2021,FALSE,Communications,Field Sales,N/A,Funnel,FALSE,68529.2,3426.46
0065A00001bBWt2QAG,0015A000022RFSwQAO,2021-09-30,FALSE,2020-07-21,2021 3,3,2021,FALSE,Communications,Website,N/A,Funnel,FALSE,64685.12,3234.26
0065A00001ZPPI6QAP,0013100001jZHAFAA4,2020-09-30,FALSE,2020-03-11,2020 3,3,2020,FALSE,Communications,Inside Sales,N/A,Qualified Opportunity,FALSE,65437,6543.7
0065A00001ZuPDaQAN,0015A00002CvIgzQAF,2020-09-30,FALSE,2020-04-21,2020 3,3,2020,FALSE,Communications,Field Sales,N/A,Qualified Opportunity,FALSE,195000,19500
0065A00001aLiPCQA0,0015A00002LfqEFQAZ,2020-09-30,FALSE,2020-06-18,2020 3,3,2020,FALSE,Communications,Field Sales,N/A,Qualified Opportunity,FALSE,392380,39238
0065A00001ZMtKLQA1,0015A00002FFEFyQAP,2020-07-01,FALSE,2020-02-24,2020 3,3,2020,FALSE,Communications,Field Sales,N/A,Qualified Opportunity,FALSE,124206.75,12420.68
0065A00001aKqa2QAC,0015A00002LegEKQAZ,2021-09-30,FALSE,2020-06-11,2021 3,3,2021,FALSE,Communications,Field Sales,N/A,Qualified Opportunity,FALSE,392380,39238
0065A00001bMywkQAC,0015A00002OIlkHQAT,2021-09-30,FALSE,2020-08-11,2021 3,3,2021,FALSE,Communications,Inside Sales,N/A,Qualified Opportunity,FALSE,65437,6543.7
0066e00001e0O8sAAE,0015A00002NMjKsQAL,2021-09-30,FALSE,2021-05-06,2021 3,3,2021,FALSE,Communications,Field Sales,N/A,Qualified Opportunity,FALSE,1228311,122831.1
0065A00001dA7UgQAK,001i000001MZMRfAAP,2022-07-29,FALSE,2021-01-26,2022 3,3,2022,FALSE,Communications,Inside Sales,N/A,Qualified Opportunity,FALSE,65874,6587.4
0065A00001dI5GaQAK,0013100001k5fLWAAY,2021-08-01,FALSE,2021-02-19,2021 3,3,2021,FALSE,Communications,Inside Sales,N/A,Customer Assessment w/ Favorable Evaluation,FALSE,13000,3900
0065A00001YheHRQAZ,0016e00002ZvkBfAAJ,2021-09-30,FALSE,2020-01-09,2021 3,3,2021,FALSE,Communications,Field Sales,N/A,Customer Assessment w/ Favorable Evaluation,FALSE,63750,19125
0065A00001aKlzwQAC,0016e00002ZvkFhAAJ,2021-09-30,FALSE,2020-06-09,2021 3,3,2021,FALSE,Communications,Website,N/A,Customer Assessment w/ Favorable Evaluation,FALSE,77116.36,23134.91
0065A00001cKU9AQAW,0015A00002JPjp2QAD,2021-09-30,FALSE,2020-11-09,2021 3,3,2021,FALSE,Communications,Field Sales,N/A,Customer Assessment w/ Favorable Evaluation,FALSE,98454,29536.2
0065A00001OKGqKQAX,0013100001qyEfYAAU,2021-09-30,FALSE,2019-05-01,2021 3,3,2021,FALSE,Communications,Website,N/A,Customer Assessment w/ Favorable Evaluation,FALSE,71143.92,21343.18
0065A00001ZVQyYQAX,0015A00002JMKf1QAH,2021-09-30,FALSE,2020-03-12,2021 3,3,2021,FALSE,Communications,Inside Sales,N/A,Funnel,FALSE,90955.26,4547.76
0065A00001dA5p2QAC,0015A00002TE2UwQAL,2021-09-30,FALSE,2021-01-25,2021 3,3,2021,FALSE,Communications,Inside Sales,N/A,Qualified Opportunity,FALSE,130952,13095.2
0065A00001bLfIrQAK,0013100001mzKtiAAE,2021-09-30,FALSE,2020-07-30,2021 3,3,2021,FALSE,Construction,Field Sales,N/A,Qualified Opportunity,FALSE,59286.6,5928.66
0065A00001df8jMQAQ,001i000001MZ8IpAAL,2021-09-30,FALSE,2021-04-02,2021 3,3,2021,FALSE,Construction,Website,N/A,Qualified Opportunity,FALSE,202267.2,20226.72
0065A00001IEshZQAT,0015A00002B88gIQAR,2021-09-30,FALSE,2019-04-03,2021 3,3,2021,FALSE,Construction,Sales Seminar,N/A,Customer Assessment w/ Favorable Evaluation,FALSE,65714,19714.2
0065A00001aKouRQAS,001i000001MZ8IpAAL,2021-09-30,FALSE,2020-06-10,2021 3,3,2021,FALSE,Construction,Field Sales,N/A,Customer Assessment w/ Favorable Evaluation,FALSE,364650,109395
0065A00001dg636QAA,001i000001P9yS6AAJ,2021-09-01,FALSE,2021-04-08,2021 3,3,2021,FALSE,Construction,Eblasts,N/A,Funnel,FALSE,6500,325
0065A00001dAJH4QAO,0015A00002UeWdHQAV,2021-09-01,FALSE,2021-01-28,2021 3,3,2021,FALSE,Construction,Website,N/A,Qualified Opportunity,FALSE,65636,6563.6
0065A00001dg391QAA,0013100001em9ZOAAY,2021-09-01,FALSE,2021-04-08,2021 3,3,2021,FALSE,Construction,Eblasts,N/A,Qualified Opportunity,FALSE,6500,650
0066e00001e00NDAAY,0015A00002DQu7aQAD,2021-07-29,FALSE,2021-04-29,2021 3,3,2021,FALSE,Construction,Field Sales,N/A,Qualified Opportunity,FALSE,161380.3,16138.03
0065A00001dLfjZQAS,0013100001gadFTAAY,2021-08-01,FALSE,2021-03-18,2021 3,3,2021,FALSE,Construction,Field Sales,N/A,Customer Assessment w/ Favorable Evaluation,FALSE,6500,1950
0065A00001cHJpVQAW,0015A00002QbjShQAJ,2021-09-30,FALSE,2020-10-20,2021 3,3,2021,FALSE,Construction,Field Sales,N/A,Funnel,FALSE,78636,3931.8
0066e00001e04IFAAY,001i000001MZMUFAA5,2023-09-01,FALSE,2021-04-30,2023 3,3,2023,FALSE,Construction,Field Sales,N/A,Qualified Opportunity,FALSE,71937,7193.7
0065A00001bidppQAA,0015A00002PJfm5QAD,2021-07-31,FALSE,2020-09-14,2021 3,3,2021,FALSE,Construction,Field Sales,N/A,Funnel,FALSE,70593.3,3529.67
0066e00001e1I0ZAAU,001i000001MZ8IpAAL,2021-09-30,FALSE,2021-05-11,2021 3,3,2021,FALSE,Consulting,Field Sales,N/A,Funnel,FALSE,5850,292.5
0065A00001ZuL2oQAF,0016e00002ZizApAAJ,2021-09-30,FALSE,2020-04-20,2021 3,3,2021,FALSE,Consulting,Field Sales,N/A,Qualified Opportunity,FALSE,48750,4875
0065A00001dfLkJQAU,0016e00002ZvjVQAAZ,2021-09-30,FALSE,2021-04-06,2021 3,3,2021,FALSE,Consulting,Field Sales,N/A,Qualified Opportunity,FALSE,97500,9750
0065A00001dfLlCQAU,0016e00002ZvjUhAAJ,2021-09-30,FALSE,2021-04-06,2021 3,3,2021,FALSE,Consulting,Field Sales,N/A,Qualified Opportunity,FALSE,97500,9750
0065A00001dfLm5QAE,0016e00002Zw9quAAB,2021-09-30,FALSE,2021-04-06,2021 3,3,2021,FALSE,Consulting,Field Sales,N/A,Qualified Opportunity,FALSE,48750,4875
0065A00001dfLmjQAE,0016e00002ZvjTPAAZ,2021-09-30,FALSE,2021-04-06,2021 3,3,2021,FALSE,Consulting,Field Sales,N/A,Qualified Opportunity,FALSE,48750,4875
0065A00001dfLnwQAE,0016e00002ZvjVPAAZ,2021-09-30,FALSE,2021-04-06,2021 3,3,2021,FALSE,Education,Field Sales,N/A,Qualified Opportunity,FALSE,48750,4875
0065A00001dfLvzQAE,0016e00002ZvjTOAAZ,2021-09-30,FALSE,2021-04-06,2021 3,3,2021,FALSE,Education,Field Sales,N/A,Qualified Opportunity,FALSE,48750,4875
0065A00001dfMRtQAM,0016e00002ZvjS1AAJ,2021-09-30,FALSE,2021-04-06,2021 3,3,2021,FALSE,Education,Field Sales,N/A,Qualified Opportunity,FALSE,97500,9750
0065A00001dfMT9QAM,0016e00002ZvjR3AAJ,2021-09-30,FALSE,2021-04-06,2021 3,3,2021,FALSE,Education,Field Sales,N/A,Qualified Opportunity,FALSE,48750,4875
0065A00001dfMfaQAE,0016e00002ZvaXEAAZ,2021-09-30,FALSE,2021-04-06,2021 3,3,2021,FALSE,Education,Field Sales,N/A,Qualified Opportunity,FALSE,97500,9750
0065A00001dfMfbQAE,0016e00002ZvaWBAAZ,2021-09-30,FALSE,2021-04-06,2021 3,3,2021,FALSE,Education,Field Sales,N/A,Qualified Opportunity,FALSE,97500,9750
0065A00001dfMliQAE,0016e00002Zw9vKAAR,2021-09-30,FALSE,2021-04-06,2021 3,3,2021,FALSE,Education,Field Sales,N/A,Qualified Opportunity,FALSE,97500,9750
0066e00001dyDQWAA2,0016e00002XSACpAAP,2021-09-30,FALSE,2021-04-20,2021 3,3,2021,FALSE,Education,Field Sales,N/A,Qualified Opportunity,FALSE,80308.34,8030.83
0065A00001cUm5iQAC,0015A00002Rg9WRQAZ,2021-09-30,FALSE,2020-11-19,2021 3,3,2021,FALSE,Education,Field Sales,N/A,Customer Assessment w/ Favorable Evaluation,FALSE,105778.5,31733.55
0066e00001dyuy7AAA,0016e00002XSOolAAH,2021-09-30,FALSE,2021-04-22,2021 3,3,2021,FALSE,Electronics,Field Sales,N/A,Funnel,FALSE,75180,3759
0065A00001dhBjKQAU,0015A00002XRhDTQA1,2021-09-30,FALSE,2021-04-16,2021 3,3,2021,FALSE,Electronics,Field Sales,N/A,Funnel,FALSE,82150,4107.5
0065A00001dhCJ8QAM,0015A00001zu4pTQAQ,2021-09-30,FALSE,2021-04-16,2021 3,3,2021,FALSE,Electronics,Field Sales,N/A,Customer Assessment w/ Favorable Evaluation,FALSE,6500,1950
0065A00001crXBFQA2,0015A00002TCKy4QAH,2021-09-30,FALSE,2021-01-11,2021 3,3,2021,FALSE,Electronics,Field Sales,N/A,Customer Assessment w/ Favorable Evaluation,FALSE,390636,117190.8
0065A00001YhemQQAR,0016e00002Zw96CAAR,2021-09-30,FALSE,2020-01-09,2021 3,3,2021,FALSE,Electronics,Field Sales,N/A,Customer Assessment w/ Favorable Evaluation,FALSE,71250,21375
0065A00001cKMFaQAO,0015A00002QdqW3QAJ,2021-07-31,FALSE,2020-11-06,2021 3,3,2021,FALSE,Electronics,Field Sales,N/A,Qualified Opportunity,FALSE,59072.4,5907.24
0065A00001cq0WPQAY,0016e00002Zw9duAAB,2022-09-30,FALSE,2020-12-22,2022 3,3,2022,FALSE,Energy,Field Sales,N/A,Qualified Opportunity,FALSE,195863.25,19586.33
0065A00001biRggQAE,0016e00002ZvnU1AAJ,2021-09-30,FALSE,2020-09-11,2021 3,3,2021,FALSE,Energy,Field Sales,N/A,Customer Assessment w/ Favorable Evaluation,FALSE,49077.75,14723.32
0065A00001dCR5TQAW,0013100001jbHFyAAM,2021-09-30,FALSE,2021-02-09,2021 3,3,2021,FALSE,Energy,Field Sales,N/A,Funnel,FALSE,39000,1950
0065A00001dK874QAC,0016e00002Zw9l5AAB,2022-09-30,FALSE,2021-02-26,2022 3,3,2022,FALSE,Energy,Field Sales,N/A,Funnel,FALSE,243750,12187.5
0065A00001a6fFlQAI,0016e00002ZvjUiAAJ,2021-07-30,FALSE,2020-05-18,2021 3,3,2021,FALSE,Energy,Field Sales,N/A,Customer Assessment w/ Favorable Evaluation,FALSE,154709.5,46412.85
0066e00001e0BaJAAU,0015A00002B6SC0QAN,2021-09-30,FALSE,2021-05-03,2021 3,3,2021,FALSE,Energy,Field Sales,N/A,Funnel,FALSE,91636,4581.8
0066e00001e0BuUAAU,0016e00002XTaz0AAD,2021-09-30,FALSE,2021-05-03,2021 3,3,2021,FALSE,Energy,Field Sales,N/A,Funnel,FALSE,91636,4581.8
0065A00001dfRG3QAM,0015A00002DW2AvQAL,2021-09-30,FALSE,2021-04-07,2021 3,3,2021,FALSE,Energy,Trade Show,N/A,Funnel,FALSE,98136,4906.8
0065A00001YhelrQAB,0016e00002Zw90nAAB,2021-09-30,FALSE,2020-01-09,2021 3,3,2021,FALSE,Energy,Field Sales,N/A,Funnel,FALSE,97500,4875
0065A00001dKACRQA4,0013100001mwUgnAAE,2021-09-30,FALSE,2021-02-26,2021 3,3,2021,FALSE,Energy,Field Sales,N/A,Decision to Purchase,FALSE,49227,24613.5
0065A00001cpzXkQAI,0013100001mwUgnAAE,2021-09-30,FALSE,2020-12-22,2021 3,3,2021,FALSE,Energy,Field Sales,N/A,Qualified Opportunity,FALSE,49077.75,4907.78
0065A00001dfMVFQA2,0016e00002ZvjQKAAZ,2021-09-30,FALSE,2021-04-06,2021 3,3,2021,FALSE,Energy,Field Sales,N/A,Qualified Opportunity,FALSE,48750,4875
0065A00001dfMWBQA2,0016e00002ZvjLgAAJ,2021-09-30,FALSE,2021-04-06,2021 3,3,2021,FALSE,Energy,Field Sales,N/A,Qualified Opportunity,FALSE,48750,4875
0065A00001dfMXJQA2,0016e00002ZvjLfAAJ,2021-09-30,FALSE,2021-04-06,2021 3,3,2021,FALSE,Energy,Field Sales,N/A,Qualified Opportunity,FALSE,97500,9750
0065A00001dfMZeQAM,0016e00002ZvjNHAAZ,2021-09-30,FALSE,2021-04-06,2021 3,3,2021,FALSE,Energy,Field Sales,N/A,Qualified Opportunity,FALSE,97500,9750
0065A00001dfMaSQAU,0016e00002ZvjLeAAJ,2021-09-30,FALSE,2021-04-06,2021 3,3,2021,FALSE,Energy,Field Sales,N/A,Qualified Opportunity,FALSE,48750,4875
0065A00001dfMdVQAU,0016e00002ZvjKRAAZ,2021-09-30,FALSE,2021-04-06,2021 3,3,2021,FALSE,Energy,Field Sales,N/A,Qualified Opportunity,FALSE,48750,4875
0065A00001dfMkaQAE,0016e00002ZvaJeAAJ,2021-09-30,FALSE,2021-04-06,2021 3,3,2021,FALSE,Energy,Field Sales,N/A,Qualified Opportunity,FALSE,48750,4875
0065A00001crpNpQAI,0015A00002TCjKwQAL,2021-09-30,FALSE,2021-01-14,2021 3,3,2021,FALSE,Energy,Field Sales,N/A,Customer Assessment w/ Favorable Evaluation,FALSE,208000,62400
0065A00001ZP4hjQAD,0015A000021NtPMQA0,2021-09-01,FALSE,2020-03-06,2021 3,3,2021,FALSE,Energy,Field Sales,N/A,Decision to Purchase,FALSE,13000,6500
0065A00001dDgtUQAS,0015A00002UglcXQAR,2021-09-30,FALSE,2021-02-17,2021 3,3,2021,FALSE,Hospitality,Social,N/A,Decision to Purchase,FALSE,63652.8,31826.4
0065A00001Yxlo4QAB,0013100001gYwMYAA0,2021-08-31,FALSE,2020-01-22,2021 3,3,2021,FALSE,Hospitality,Inside Sales,N/A,Decision to Purchase,FALSE,58500,29250
0065A00001crUf8QAE,0015A000028mcxFQAQ,2021-08-01,FALSE,2021-01-11,2021 3,3,2021,FALSE,Hospitality,Inside Sales,N/A,Order Expected within 90 Days,FALSE,26000,18200
0066e00001dyG1gAAE,0013100001jaFRIAA2,2021-08-01,FALSE,2021-04-21,2021 3,3,2021,FALSE,Hospitality,Inside Sales,N/A,Order Expected within 90 Days,FALSE,6500,4550
0065A00001baV9lQAE,0013100001lcSGwAAM,2021-07-31,FALSE,2020-12-09,2021 3,3,2021,FALSE,Hospitality,Field Sales,N/A,Decision to Purchase,FALSE,64782.63,32391.31
0065A00001df8VkQAI,0015A0000282bGSQAY,2021-07-14,FALSE,2021-04-02,2021 3,3,2021,FALSE,Hospitality,Field Sales,N/A,Order Expected within 30 Days,FALSE,49920,44928
0065A00001dfNBPQA2,0015A00002Rg9WRQAZ,2021-09-30,FALSE,2021-04-06,2021 3,3,2021,FALSE,Hospitality,Field Sales,N/A,Qualified Opportunity,FALSE,55413.5,5541.35
0065A00001de75bQAA,0015A00002Uh6t4QAB,2021-09-30,FALSE,2021-03-26,2021 3,3,2021,FALSE,Telecommunications,Field Sales,N/A,Customer Assessment w/ Favorable Evaluation,FALSE,45500,13650
0065A00001bA6tAQAS,0013100001jaG2dAAE,2021-09-30,FALSE,2020-07-06,2021 3,3,2021,FALSE,Telecommunications,Field Sales,N/A,Qualified Opportunity,FALSE,71414.64,7141.46
0065A00001dK9VNQA0,0013100001hoG0IAAU,2021-09-30,FALSE,2021-02-26,2021 3,3,2021,FALSE,Telecommunications,Field Sales,N/A,Funnel,FALSE,69386,3469.3
0065A00001bO3a2QAC,0015A00002OJrPgQAL,2021-09-30,FALSE,2020-08-19,2021 3,3,2021,FALSE,Hospitality,Field Sales,N/A,Customer Assessment w/ Favorable Evaluation,FALSE,64201.04,19260.31
0065A00001baNyiQAE,0015A00002FEc2wQAD,2021-09-30,FALSE,2020-12-07,2021 3,3,2021,FALSE,Energy,Trade Show,N/A,Qualified Opportunity,FALSE,11250,1125
0065A00001dAUtOQAW,0015A00002UeeW2QAJ,2021-09-30,FALSE,2021-01-28,2021 3,3,2021,FALSE,Electronics,Eblasts,N/A,Qualified Opportunity,FALSE,64782.63,6478.26
0065A00001cr9t0QAA,0015A00002HbhWIQAZ,2021-09-30,FALSE,2021-01-06,2021 3,3,2021,FALSE,Agriculture,Field Sales,N/A,Customer Assessment w/ Favorable Evaluation,FALSE,58238.93,17471.68
0065A00001SjFgDQAV,0015A00002CUfaCQAT,2021-08-31,FALSE,2019-05-30,2021 3,3,2021,FALSE,Energy,Referral,N/A,Order Expected within 90 Days,FALSE,82507.5,57755.25
0065A00001b9MVXQA2,0015A00002LhfUTQAZ,2021-08-31,FALSE,2020-07-01,2021 3,3,2021,FALSE,Construction,Field Sales,N/A,Order Expected within 90 Days,FALSE,59072.4,41350.68
0065A00001Vg9gPQAR,0013100001emADJAA2,2021-08-31,FALSE,2019-07-15,2021 3,3,2021,FALSE,Banking,Inside Sales,N/A,Order Expected within 90 Days,FALSE,62229.64,43560.75
0065A000015t1jrQAA,0013100001k6hgNAAQ,2021-08-31,FALSE,2019-01-30,2021 3,3,2021,FALSE,Chemicals,Inside Sales,N/A,Order Expected within 90 Days,FALSE,181910.52,127337.36
0065A00001X8IYaQAN,0015A00001yXdzxQAC,2021-09-30,FALSE,2019-08-13,2021 3,3,2021,FALSE,Agriculture,Inside Sales,N/A,Customer Assessment w/ Favorable Evaluation,FALSE,61734.5,18520.35
0065A00001cUmsLQAS,001i000001MZMOvAAP,2021-09-30,FALSE,2020-11-19,2021 3,3,2021,FALSE,Telecommunications,Inside Sales,N/A,Order Expected within 90 Days,FALSE,74289.02,52002.31
0065A00000k23XPQAY,0013100001jaPRCAA2,2020-12-31,FALSE,2018-05-23,2020 4,4,2020,FALSE,Telecommunications,Inside Sales,N/A,Qualified Opportunity,FALSE,66389,6638.9
0065A00000ln5eSQAQ,0015A000023o8uJQAQ,2020-12-31,FALSE,2018-09-21,2020 4,4,2020,FALSE,Telecommunications,Inside Sales,N/A,Qualified Opportunity,FALSE,65398,6539.8
0065A00000nLYRaQAO,0015A000022Qbl3QAC,2020-11-30,FALSE,2018-11-13,2020 4,4,2020,FALSE,Telecommunications,Website,N/A,Qualified Opportunity,FALSE,117336.8,11733.68
0065A00000vsyFhQAI,0015A000029VzZdQAK,2020-10-01,FALSE,2019-02-21,2020 4,4,2020,FALSE,Telecommunications,Field Sales,N/A,Qualified Opportunity,FALSE,115079.08,11507.91
0065A0000106wX6QAI,001i000001MZSfYAAX,2020-12-31,FALSE,2018-12-21,2020 4,4,2020,FALSE,Telecommunications,Field Sales,N/A,Qualified Opportunity,FALSE,144477.6,14447.76
0065A00001XITVyQAP,0015A00002ElQMAQA3,2020-12-31,FALSE,2019-09-13,2020 4,4,2020,FALSE,Telecommunications,Field Sales,N/A,Qualified Opportunity,FALSE,198781,19878.1
0065A00001XpccaQAB,0013100001fpyoxAAA,2020-12-31,FALSE,2019-10-31,2020 4,4,2020,FALSE,Telecommunications,Inside Sales,N/A,Qualified Opportunity,FALSE,11515.15,1151.52
0065A00001XsEkOQAV,0015A000022R21OQAS,2020-12-31,FALSE,2019-11-14,2020 4,4,2020,FALSE,Telecommunications,Field Sales,N/A,Qualified Opportunity,FALSE,4569,456.9
0065A00000k3E3fQAE,0013100001gawnXAAQ,2020-12-31,FALSE,2018-06-22,2020 4,4,2020,FALSE,Telecommunications,Other,N/A,Qualified Opportunity,FALSE,39318.4,3931.84
0065A00001XaZuqQAF,001i000001MZ8IpAAL,2020-10-08,FALSE,2019-10-08,2020 4,4,2020,FALSE,Telecommunications,Inside Sales,N/A,Qualified Opportunity,FALSE,64922.4,6492.24
0065A00000i4VytQAE,0015A00001tb2pHQAQ,2020-12-31,FALSE,2017-08-01,2020 4,4,2020,FALSE,Telecommunications,Inside Sales,N/A,Qualified Opportunity,FALSE,65995,6599.5
0065A00000iT17MQAS,0013100001gawnXAAQ,2020-12-31,FALSE,2017-10-29,2020 4,4,2020,FALSE,Telecommunications,Inside Sales,N/A,Qualified Opportunity,FALSE,424164,42416.4
0065A00000ibia1QAA,0013100001gawnXAAQ,2020-12-31,FALSE,2018-04-12,2020 4,4,2020,FALSE,Telecommunications,Other,N/A,Qualified Opportunity,FALSE,273244.4,27324.44
0065A00000nK9AFQA0,0013100001fshcEAAQ,2021-12-31,FALSE,2018-10-19,2021 4,4,2021,FALSE,Telecommunications,Field Sales,N/A,Decision to Purchase,FALSE,99596.01,49798
0065A00001ZFvqBQAT,001i000001MYrYFAA1,2021-12-31,FALSE,2020-02-19,2021 4,4,2021,FALSE,Telecommunications,Inside Sales,N/A,Decision to Purchase,FALSE,2380,1190
0065A00001cp75KQAQ,0013100001emXyOAAU,2021-12-31,FALSE,2020-12-16,2021 4,4,2021,FALSE,Transportation,Field Sales,N/A,Decision to Purchase,FALSE,283841.15,141920.58
